date,operator,draw_no,1st,2nd,3rd,special,consolation
2016-11-30,Da Ma Cai 1+3D,4460/16,4209,7001,3973,"7137,6853,6619,2615,8174,3984,5923,6931,9982,0386","5987,6022,8494,1010,6892,5309,7259,4941,7052,6072"
2016-11-30,Magnum 4D,741/16,8282,7099,8893,"9747,1989,4571,4572,4806,4545,9679,9445,5379,6622","8379,4833,4711,5976,0605,5923,4565,8630,9096,7473"
2016-11-30,Sports Toto 4D,4513/16,5462,5378,5222,"2548,5509,8822,3248,7748,4483,1021,2065,7837,6946","3523,2845,3362,5073,7822,1091,3077,6181,6733,5022"
2016-12-03,Da Ma Cai 1+3D,4461/16,1530,0845,0292,"1183,5948,7641,0309,9275,1954,3602,4942,9279,2883","9138,3439,8442,4743,4869,0256,0471,2267,7267,8827"
2016-12-03,Magnum 4D,742/16,9613,9525,5224,"1590,9825,7524,8257,6022,9581,2294,0587,3496,5319","4432,0441,2065,3631,0367,9144,1428,6887,6963,9963"
2016-12-03,Sports Toto 4D,4514/16,0569,0677,6305,"2773,8090,3355,6608,4356,6189,1839,4655,4858,4749","7843,2823,8349,9441,0985,0659,2320,6444,8193,5402"
2016-12-04,Da Ma Cai 1+3D,4462/16,4798,5495,3685,"3854,0437,2664,2859,3204,3579,6393,6984,0185,8100","3849,9593,3053,3600,2303,2969,0059,6089,8927,7660"
2016-12-04,Magnum 4D,743/16,2986,1475,4811,"2442,3032,0335,2017,2320,5882,0805,4149,9122,3991","8765,7430,0299,6666,0346,4415,4546,0854,6580,5883"
2016-12-04,Sports Toto 4D,4515/16,3693,6610,2649,"9348,5681,4886,3714,5964,7607,3808,1384,6537,2031","5017,0935,9881,1695,8810,7699,7071,8168,3880,6766"
2016-12-06,Da Ma Cai 1+3D,4463/16,7886,2084,1555,"0691,1028,8397,1956,1315,0004,2409,6491,9903,4262","6254,4282,2611,5788,2114,8275,6222,7050,3483,1227"
2016-12-06,Magnum 4D,744/16,0256,0552,8510,"3570,7772,0990,0976,7708,7205,5219,3564,7397,0089","0745,7843,7184,7683,5109,5973,9994,6133,9950,5938"
2016-12-06,Sports Toto 4D,4516/16,3841,3822,6158,"8938,4036,6002,3332,0904,4806,9424,3496,7899,6291","7718,7620,0200,0699,8549,2857,0021,1011,0825,6755"
2016-12-07,Da Ma Cai 1+3D,4464/16,8961,2966,4293,"8324,8510,2236,1934,9053,2202,8937,6012,5095,7945","9558,1794,1874,2155,4438,1331,5562,5464,8260,3646"
2016-12-07,Magnum 4D,745/16,8598,4728,3735,"3156,8061,4631,4298,5230,6588,9023,6729,9318,3381","0468,5288,0531,6420,3581,5012,6881,3551,6309,3552"
2016-12-07,Sports Toto 4D,4517/16,2632,0154,1244,"8305,9391,1980,8591,0398,4376,2897,9965,0742,6242","4946,0102,9836,8512,5616,7197,0231,3432,0163,8450"
2016-12-10,Da Ma Cai 1+3D,4465/16,1992,5043,8130,"1697,3720,7435,3454,9337,6609,5766,3099,4349,9585","6338,3353,6678,1652,8452,0072,6640,4411,4515,0216"
2016-12-10,Magnum 4D,746/16,0266,6910,1876,"2677,0713,3824,7660,4197,0108,1844,3461,0121,2245","0840,3563,4313,7901,7743,1271,6943,2819,6729,6502"
2016-12-10,Sports Toto 4D,4518/16,1659,5083,2099,"0795,8526,5333,2007,6618,3949,9824,2396,3325,6533","7350,1633,9369,8966,3046,2243,9568,7117,4846,5239"
2016-12-11,Da Ma Cai 1+3D,4466/16,7288,1742,3820,"1481,5382,6676,4251,6273,7027,8381,3596,7006,6593","0562,3481,5186,0397,4101,8908,9686,2394,0517,1827"
2016-12-11,Magnum 4D,747/16,3892,9078,7014,"1194,4644,2018,7924,1969,5170,9172,4272,6883,8825","3303,0497,3323,4950,2627,7803,0449,2711,0768,2584"
2016-12-11,Sports Toto 4D,4519/16,6219,1687,0517,"0785,6653,5375,3165,8565,1119,3442,9792,9904,0462","6634,0358,7991,1595,1897,4375,5447,1788,7858,0283"
2016-12-14,Da Ma Cai 1+3D,4467/16,6809,6099,0194,"7745,4271,7739,9856,7690,7425,4931,7718,7524,3108","9272,1826,2871,4538,0803,4580,7414,5285,0999,5213"
2016-12-14,Magnum 4D,748/16,3157,4463,0280,"1023,2292,5608,1106,2156,5094,7980,6080,0470,2611","7022,9650,9254,3708,2856,6980,4229,9702,6257,1187"
2016-12-14,Sports Toto 4D,4520/16,5375,6875,1877,"6254,9451,3906,1765,1911,2094,2966,3028,7377,0920","7025,0953,0568,5906,7618,3772,4144,6909,3640,3045"
2016-12-17,Da Ma Cai 1+3D,4468/16,9883,5048,6832,"6096,4225,6176,4381,9397,4420,4907,7997,6140,3193","3743,3991,6936,7490,5903,7482,8187,4739,7340,1411"
2016-12-17,Magnum 4D,749/16,9136,5268,6966,"6848,9878,0479,8072,5629,5237,4049,5017,4019,1134","4838,4473,8663,5736,3719,4135,3454,0692,9586,0048"
2016-12-17,Sports Toto 4D,4521/16,0411,9718,7288,"5958,7175,4038,2715,9954,8450,2248,5954,4109,3091","7043,3871,8844,0071,2736,6290,3102,6872,4334,6551"
2016-12-18,Da Ma Cai 1+3D,4469/16,5838,3636,4860,"6462,7649,5334,2500,9393,5644,2216,6669,3574,9421","0268,2708,2352,7956,1151,7513,3926,7537,0640,0308"
2016-12-18,Magnum 4D,750/16,9527,7273,8890,"7352,4097,3223,2315,3391,3061,1847,7990,3525,4675","9783,3504,6535,4762,9223,1095,8063,1131,6664,7231"
2016-12-18,Sports Toto 4D,4522/16,7176,3983,6614,"7781,9796,1100,4815,5013,9845,7490,6669,3700,3205","3499,3786,9305,8416,1854,9081,1182,4144,3346,1775"
2016-12-21,Da Ma Cai 1+3D,4470/16,8891,0876,8927,"5931,4999,1894,6282,7248,5959,2112,4123,6001,2528","0855,9507,1344,2903,4847,9360,5182,5694,6895,0463"
2016-12-21,Magnum 4D,751/16,4647,4412,7711,"2684,2020,2346,9887,9698,8148,2703,4207,8965,8214","2653,2687,2800,9927,3234,4250,1673,8673,1903,2043"
2016-12-21,Sports Toto 4D,4523/16,6099,7255,9557,"2864,2560,6346,7865,7486,4584,4411,8824,8343,7043","4792,6836,9386,1431,3375,0979,1795,0444,0209,2938"
2016-12-24,Da Ma Cai 1+3D,4471/16,3294,1630,6446,"7503,4325,0181,8938,3121,6193,0476,0622,7714,1239","9290,4149,4590,2998,6021,7970,1799,5551,8066,0658"
2016-12-24,Magnum 4D,752/16,2773,9149,0129,"4960,8611,6478,3461,0918,3897,2273,8489,6586,9218","4827,9514,5310,6493,9954,0116,2561,8326,7679,6512"
2016-12-24,Sports Toto 4D,4524/16,1120,1190,2885,"5701,8420,8920,2034,1555,5481,8782,8699,2676,3758","1462,5388,9362,8779,5206,6983,0402,2507,1416,4782"
2016-12-25,Da Ma Cai 1+3D,4472/16,7735,1555,8409,"6240,5968,6700,3078,0098,8489,2186,7853,6881,2421","5896,9463,7741,0030,8472,1552,2096,4253,3999,5684"
2016-12-25,Magnum 4D,753/16,3019,5012,2630,"0346,2596,3127,8246,5336,2036,7865,7492,1999,0750","5103,5772,6105,2256,3412,3539,3602,8018,3279,9128"
2016-12-25,Sports Toto 4D,4525/16,8600,9140,1438,"6834,7178,0686,7861,9352,0930,0884,5372,9554,0333","4110,6806,0381,3671,3973,0331,6426,1911,4077,1909"
2016-12-27,Da Ma Cai 1+3D,4473/16,0004,0766,0501,"4816,4053,6818,9799,2730,9183,3016,0231,1571,4019","1796,5423,4738,9743,8612,8574,4509,0969,4664,1515"
2016-12-27,Magnum 4D,754/16,7253,4871,4093,"9488,9950,9023,1104,8017,5150,4174,5057,7762,5575","8958,9009,9389,9785,0766,4603,9936,3904,1106,5552"
2016-12-27,Sports Toto 4D,4526/16,4998,3862,4192,"7540,3580,4202,7816,6048,9905,4652,7212,9803,5158","8038,8226,4099,0478,2880,0666,8866,2776,0752,2329"
2016-12-28,Da Ma Cai 1+3D,4474/16,4846,5354,1582,"8979,4536,1837,5354,1469,6079,6027,7426,0817,2915","1832,3491,6256,7017,3288,1472,1732,5768,3790,6647"
2016-12-28,Magnum 4D,755/16,0107,3008,3264,"1210,5350,4482,9156,5524,3499,4726,2434,8620,7151","3276,6666,1295,0845,2677,4490,2727,2521,0636,0475"
2016-12-28,Sports Toto 4D,4527/16,1563,2855,1840,"8802,4226,2803,1411,6617,2022,5022,8426,6047,6769","3175,1672,0563,7672,8995,5417,4095,5647,8092,8016"
2016-12-31,Da Ma Cai 1+3D,4475/16,9676,5417,7030,"6383,0747,5053,6287,7774,7868,3677,6365,8148,5895","4664,0924,9349,9303,0982,7967,2465,6781,9390,7026"
2016-12-31,Magnum 4D,756/16,0750,5277,6445,"0184,4297,2362,8403,2392,6627,4670,3134,6538,1786","3893,0656,0409,3706,9586,8340,6377,6531,0493,5594"
2016-12-31,Sports Toto 4D,4528/16,6203,3562,5080,"0592,7760,7628,3674,4089,0793,9052,5278,5420,0223","5905,5054,1259,2154,5882,4446,2469,0773,1903,2764"
2017-01-01,Da Ma Cai 1+3D,4476/17,0444,5023,4535,"4503,0303,1777,4402,2656,0385,9900,8554,5705,6425","9469,8044,5062,3311,4333,5777,4603,9552,9044,6834"
2017-01-01,Magnum 4D,757/17,4410,4474,4709,"8968,8898,3895,3385,7502,7419,2353,6093,8590,8732","1503,7812,3626,4778,4556,0295,0401,4679,8739,6988"
2017-01-01,Sports Toto 4D,4529/17,1633,3114,7672,"7202,5926,2121,9789,8873,3246,2925,2855,4048,2642","2352,0274,1932,6694,7697,9164,4906,9380,5135,0367"
2017-01-03,Da Ma Cai 1+3D,4477/17,2077,7059,7349,"0792,6179,1884,8550,3096,4358,4607,6341,2430,9292","5764,5955,1850,4254,4594,7454,4445,3470,3541,4276"
2017-01-03,Magnum 4D,758/17,8383,3600,0817,"1521,8749,6315,7837,3634,4117,4653,9127,2902,6014","0026,7098,6162,3228,9623,2995,5794,5525,3450,9394"
2017-01-03,Sports Toto 4D,4530/17,9121,0418,3275,"9018,6228,7070,3576,0196,6804,5952,5414,4286,8483","4595,0915,1736,6414,4249,2035,6579,5051,4821,0014"
2017-01-04,Da Ma Cai 1+3D,4478/17,6850,3698,4178,"5072,9824,5897,8088,6010,7882,3505,1870,3026,9756","2130,5503,7075,3285,8631,4333,8962,8487,0413,3653"
2017-01-04,Magnum 4D,759/17,0300,5667,4046,"2995,1654,9714,6889,2715,9674,4993,4112,6339,6611","5741,3200,5770,5095,8613,3016,7785,6903,7411,6447"
2017-01-04,Sports Toto 4D,4531/17,5780,8932,0137,"8165,9337,4895,9164,4314,4931,1373,3046,2677,5193","4258,2355,5929,2375,8646,4817,0447,1760,0085,6093"
2017-01-07,Da Ma Cai 1+3D,4479/17,1125,9673,7778,"8234,7698,7874,3795,2033,4230,9607,8554,3292,6127","2362,3363,1319,4094,8148,8254,0420,1535,8206,7317"
2017-01-07,Magnum 4D,760/17,2810,3921,2109,"1518,3327,4060,4740,7136,2742,9562,1854,2442,7241","5324,4323,7014,8477,0935,0101,1509,0263,4413,2747"
2017-01-07,Sports Toto 4D,4532/17,7449,5517,4088,"5979,9469,1131,1059,8771,9722,8000,4060,9924,8791","5261,6590,5106,6277,9981,4159,7870,0253,1574,3058"
2017-01-08,Da Ma Cai 1+3D,4480/17,4258,9295,5153,"6308,8059,9552,4798,0598,3172,0547,9469,9967,9217","0742,3251,7643,2929,8236,1117,4193,0286,1776,8386"
2017-01-08,Magnum 4D,761/17,6176,8024,4291,"6034,6644,9759,0910,2445,2191,5480,4069,5873,3941","9537,4873,2901,2031,4187,1463,2698,9636,0224,8089"
2017-01-08,Sports Toto 4D,4533/17,0340,2508,8466,"1053,0896,2482,1911,9619,7855,1508,4401,2267,2358","7038,3601,0649,8074,9745,8634,7384,6776,3595,1842"
2017-01-11,Da Ma Cai 1+3D,4481/17,8182,5684,3416,"8013,1152,1768,3317,6152,8046,4935,0841,5688,2640","6180,1198,0669,6405,3889,9760,6058,7106,2310,5776"
2017-01-11,Magnum 4D,762/17,5991,6138,7556,"9802,3696,8743,4946,3805,8991,7062,1952,6744,8665","8609,3977,1184,0635,3935,6873,9801,5042,3071,9321"
2017-01-11,Sports Toto 4D,4534/17,1059,0784,6197,"7973,7980,6793,1926,8434,1999,4404,9941,1180,0954","0624,5367,2967,0006,5827,3939,2117,0951,4534,6264"
2017-01-14,Da Ma Cai 1+3D,4482/17,7948,8973,4816,"7515,1937,6363,1660,6112,4048,7584,0638,4785,3004","0719,3383,0246,1313,3325,1892,5562,1133,6123,3258"
2017-01-14,Magnum 4D,763/17,0689,2817,9177,"1959,9555,7082,4850,7698,4788,5879,8235,3069,0990","1741,0818,2030,5956,2229,6787,2416,6395,7332,3343"
2017-01-14,Sports Toto 4D,4535/17,8835,4048,3857,"9117,4742,2419,3894,6107,9170,9857,7050,9523,2439","0961,3094,3143,2539,5182,7489,8647,6200,8264,5501"
2017-01-15,Da Ma Cai 1+3D,4483/17,0515,3841,6561,"7953,9032,5986,6624,6503,1196,9770,7155,4819,5818","8935,1537,3571,8174,9953,5124,6747,4473,3935,1640"
2017-01-15,Magnum 4D,764/17,9296,8407,4876,"5313,6859,7629,8930,8390,1631,4072,3432,2906,9595","4443,6954,5981,8956,7310,4081,1739,0813,1069,4109"
2017-01-15,Sports Toto 4D,4536/17,1069,6247,1880,"3900,3496,2030,5606,7176,5345,6728,5995,1177,8816","0465,3644,7115,4226,3675,1856,2490,6709,9660,1033"
2017-01-17,Da Ma Cai 1+3D,4484/17,6377,7592,6336,"7603,7883,5002,3560,5630,1053,9073,6659,4753,7879","9470,6372,9104,1267,7348,2962,5143,8752,1408,5828"
2017-01-17,Magnum 4D,765/17,5033,9042,4929,"3147,6402,2238,3357,2953,1491,1602,0484,1948,1406","2332,1070,7628,8730,3459,8747,8661,9051,0966,0102"
2017-01-17,Sports Toto 4D,4537/17,6684,2128,4145,"2445,6571,2622,1309,1053,1384,9838,9996,6981,0976","1622,8055,6243,2667,5207,3553,5959,1711,0999,6778"
2017-01-18,Da Ma Cai 1+3D,4485/17,6326,1117,8315,"7495,8372,9393,5345,8987,9428,9868,7955,8298,1341","4950,0711,2160,9982,3467,6553,7351,0564,6750,0366"
2017-01-18,Magnum 4D,766/17,2230,2101,6465,"5024,4917,7432,2121,7086,8853,4685,9600,1956,2082","8415,1748,1416,7720,9020,5353,2281,4789,4721,2239"
2017-01-18,Sports Toto 4D,4538/17,5235,8483,1191,"9921,1539,2544,6284,8913,5981,6592,1425,8874,4145","8865,2595,0140,5257,5758,4818,3003,3462,6104,9544"
2017-01-21,Da Ma Cai 1+3D,4486/17,8359,0639,1871,"4187,1992,5547,7502,5734,0491,9369,1579,7994,6323","5049,1023,3615,8766,6772,9102,4721,1678,4582,1827"
2017-01-21,Magnum 4D,767/17,9125,6631,5773,"9975,6640,1661,8354,8411,2689,1772,9051,8825,3602","8486,7373,1465,4268,5307,9299,1704,8433,0733,1710"
2017-01-21,Sports Toto 4D,4539/17,1480,1747,2832,"9798,6516,7316,5264,9348,0243,8103,1103,7905,6163","2294,7070,5031,8820,1538,7070,6118,5498,4455,5124"
2017-01-22,Da Ma Cai 1+3D,4487/17,0752,4065,4221,"2273,3618,5445,3161,4024,8036,0791,8504,9545,2479","2658,2081,2287,5195,8388,4111,5041,1025,7324,7169"
2017-01-22,Magnum 4D,768/17,6552,5617,9083,"1662,0658,8383,6951,4864,8903,7739,0516,4005,2942","6562,8851,2178,9295,9515,6227,4432,4899,0809,0330"
2017-01-22,Sports Toto 4D,4540/17,8839,7741,7488,"8822,4068,5611,6004,8211,8274,4385,2205,9034,3186","8503,0553,2950,6873,6407,1515,4489,4706,3105,4547"
2017-01-24,Da Ma Cai 1+3D,4488/17,6963,5822,1468,"6694,6029,7865,5033,7698,3845,4330,4107,3752,2048","4270,0421,9235,0550,5352,9794,2806,2692,4266,4373"
2017-01-24,Magnum 4D,769/17,3093,4047,2751,"4946,2345,5119,0234,8105,3020,2830,3273,0973,9126","4489,4298,3734,0013,6424,2567,6793,7511,7270,6949"
2017-01-24,Sports Toto 4D,4541/17,9949,7253,2004,"6228,4125,3433,7206,0949,0122,7828,9583,6445,3708","0118,8375,2434,2556,9934,9165,6800,7409,1473,9331"
2017-01-25,Da Ma Cai 1+3D,4489/17,7920,2020,7744,"8647,8745,0390,9397,7616,6385,9610,7690,7309,4567","3446,3695,5871,0624,2253,5839,6042,7790,8502,1886"
2017-01-25,Magnum 4D,770/17,6162,2487,4521,"3485,9051,5467,7375,7582,2814,2285,2675,4071,5755","3879,6262,1480,2168,2925,1916,2150,5260,8008,2465"
2017-01-25,Sports Toto 4D,4542/17,7614,7172,0411,"8033,9134,9349,2813,5197,0085,7508,0330,6589,0823","6873,1942,2346,0641,1186,0174,9977,9040,5262,2654"
2017-01-28,Da Ma Cai 1+3D,4490/17,6946,8884,0583,"4825,5405,5349,3946,0265,6854,2601,5842,3138,2115","6099,6284,1901,1954,6532,6586,6684,9362,6077,2554"
2017-01-28,Magnum 4D,771/17,4498,7399,7993,"2106,2197,0140,0673,6213,9959,6163,7039,8424,5479","1194,7260,7931,2303,1502,8535,3770,9940,4811,7992"
2017-01-28,Sports Toto 4D,4543/17,6834,6444,2930,"7216,3008,7333,8582,1333,3873,4698,2713,0454,8276","2891,3471,7852,4420,7748,8585,0408,4085,3025,1673"
2017-01-29,Da Ma Cai 1+3D,4491/17,4432,4995,8032,"3741,9168,2757,1961,3666,4831,1306,9825,4857,2853","8959,4025,3966,1081,1929,0889,1875,4540,6525,6209"
2017-01-29,Magnum 4D,772/17,7385,5393,4021,"6678,5386,0417,4538,0246,1482,1061,9861,8487,7102","5798,5516,2357,9454,5154,3842,6263,6959,2526,6814"
2017-01-29,Sports Toto 4D,4544/17,0445,4159,2395,"4671,3225,4839,3401,9328,7328,6667,3047,9528,3201","5745,2033,6358,3527,9200,3155,9745,7001,8044,3179"
2017-01-31,Da Ma Cai 1+3D,4492/17,5027,5931,4395,"7545,3477,1344,3802,5223,9535,8125,2134,7458,0042","8266,2018,2060,9225,5575,3995,6186,0231,4423,6819"
2017-01-31,Magnum 4D,773/17,4664,3624,4676,"5603,7954,2864,9798,6694,3072,7252,5860,1474,7222","5493,7996,0089,4219,6790,0526,0765,5496,2902,2013"
2017-01-31,Sports Toto 4D,4545/17,4180,5048,4730,"8730,3233,9344,1085,3628,0772,1544,5659,8425,9367","1085,8644,2049,5405,5037,2697,6989,6455,0688,7202"
2017-02-01,Da Ma Cai 1+3D,4493/17,5264,2620,3450,"9590,6761,8680,9035,4646,0580,5259,4145,9747,3529","0019,9979,5799,5855,5427,5359,5534,1755,3282,9806"
2017-02-01,Magnum 4D,774/17,3166,5132,5279,"5650,2006,0297,2986,6370,9877,2946,1487,2810,6052","4221,7542,3580,7670,4483,7778,0636,8409,6867,2473"
2017-02-01,Sports Toto 4D,4546/17,4539,2332,7286,"9780,3019,2723,2444,7571,7896,5504,4077,2222,0687","3999,4727,2968,3218,6360,3389,0019,5442,0434,2844"
2017-02-04,Da Ma Cai 1+3D,4494/17,9554,7501,1339,"2315,6325,4574,4115,8131,2051,5217,0822,7693,7349","4828,2003,5250,5692,7910,7191,3872,8464,1618,0419"
2017-02-04,Magnum 4D,775/17,9622,2544,3694,"6462,9948,0571,0917,7237,5545,4094,7274,4325,7411","3325,2874,5735,1127,6232,1300,8642,5921,4501,8444"
2017-02-04,Sports Toto 4D,4547/17,8059,4060,6427,"1080,3186,7406,7650,3107,1042,9848,9137,2249,9660","0389,4577,2204,8724,9879,3211,8828,6764,4691,5453"
2017-02-05,Da Ma Cai 1+3D,4495/17,0719,5850,9737,"9454,3973,7811,2828,8543,2123,5956,8751,5307,5148","6523,8172,6609,3983,2186,3717,4848,9144,8697,6882"
2017-02-05,Magnum 4D,776/17,7409,7490,0691,"6429,0821,6759,9495,9674,4863,3723,0591,7378,6075","8916,6083,3122,0516,0268,9278,7295,8810,5008,4470"
2017-02-05,Sports Toto 4D,4548/17,5810,7613,6561,"9185,1328,4910,7253,8053,4563,3031,5593,1392,9446","6602,1028,1952,2928,4191,9872,4944,0583,6204,6052"
2017-02-07,Da Ma Cai 1+3D,4496/17,1617,5295,9102,"2432,0228,4678,0320,0621,4237,5901,3426,5247,8695","4454,3885,0983,5474,3363,5589,8717,5030,2187,9854"
2017-02-07,Magnum 4D,777/17,0954,5034,1406,"6813,3317,3628,1993,4086,0979,4227,1393,4798,4267","0201,1325,3009,1817,0137,7379,7126,9348,6607,1931"
2017-02-07,Sports Toto 4D,4549/17,2937,8387,5221,"5045,5353,0593,8617,7207,8480,2119,4478,7190,5780","0182,6984,9825,0725,9460,8348,4006,6974,4297,5142"
2017-02-08,Da Ma Cai 1+3D,4497/17,1531,9228,3922,"2936,6519,4057,2160,7701,5833,0439,2723,8170,0264","1368,6625,4051,5931,8258,3482,5197,0229,1068,8868"
2017-02-08,Magnum 4D,778/17,4560,4935,6265,"9717,3086,9265,3227,8301,7494,3833,7557,3180,6759","3804,1626,7759,8795,1204,5360,6366,0157,9589,0231"
2017-02-08,Sports Toto 4D,4550/17,4818,7183,5768,"1522,8854,5859,8830,4660,4598,0278,8748,5454,7929","0821,2154,2361,3443,7853,6519,5674,3894,0102,3802"
2017-02-11,Da Ma Cai 1+3D,4498/17,0368,7212,8136,"2512,0051,6188,2782,7031,6863,9062,8265,7924,0925","9263,2805,8000,3443,2925,5184,1507,4814,0474,6256"
2017-02-11,Magnum 4D,779/17,6595,9902,5638,"7941,2460,4088,8017,4902,5450,3016,1615,7531,1019","7058,4553,8983,2035,0162,6371,5848,6925,6636,7546"
2017-02-11,Sports Toto 4D,4551/17,8986,9535,6399,"7422,5817,8446,2714,6740,0054,6778,1514,7821,7729","9843,3060,8936,3583,0876,7147,0580,3499,3366,6818"
2017-02-12,Da Ma Cai 1+3D,4499/17,2977,9103,7135,"9383,7796,7186,4786,3239,6144,9008,4215,2837,8642","0722,1279,7817,9734,9351,1093,6957,4552,5931,4990"
2017-02-12,Magnum 4D,780/17,0955,9990,2915,"4001,0620,4114,4632,0428,6132,3663,8957,1407,1298","9584,5986,6314,3932,2052,5252,9849,0238,8939,3176"
2017-02-12,Sports Toto 4D,4552/17,3671,0184,6099,"5189,8655,1887,6173,3593,6135,4771,0253,3336,0158","6438,9117,7760,0598,2958,6179,8310,8577,8732,4764"
2017-02-15,Da Ma Cai 1+3D,4500/17,6850,2168,5533,"4646,7050,5394,0135,9095,4950,1676,7555,6343,2572","7721,8238,1924,2874,9492,3670,6638,1609,6116,2283"
2017-02-15,Magnum 4D,781/17,1551,6128,7985,"4651,9566,6805,0829,5132,3594,3588,0224,9374,5633","9029,0188,6649,9558,4684,4511,9157,2379,9072,9881"
2017-02-15,Sports Toto 4D,4553/17,5965,9357,7637,"1022,3197,6539,5154,3958,8927,4014,0210,9625,3123","2124,1561,5333,8264,7204,5939,9848,4940,7219,6345"
2017-02-18,Da Ma Cai 1+3D,4501/17,5585,3477,6510,"2417,4102,2855,6639,4450,9685,7570,9308,1726,2603","3554,7569,4154,3502,1004,8209,5710,7554,4969,1472"
2017-02-18,Magnum 4D,782/17,9599,8109,3833,"8075,3335,5301,0309,5798,1091,2098,5166,5654,9772","7217,9587,4772,1877,2494,9870,3858,9909,5590,3806"
2017-02-18,Sports Toto 4D,4554/17,9801,5324,8235,"6114,6656,0467,9111,1362,2629,0498,1248,0248,8070","8086,0101,8629,5541,2076,4711,3467,4053,7808,4435"
2017-02-19,Da Ma Cai 1+3D,4502/17,8381,8050,7395,"0929,7568,1452,7474,2003,2664,4973,1029,7558,5080","7428,3015,6865,0974,5767,6941,6702,9529,6199,1689"
2017-02-19,Magnum 4D,783/17,1933,1881,7747,"5410,2641,7286,7681,7874,4358,3109,2549,7769,5339","3407,5043,1686,1838,1206,1798,3874,2377,5423,9196"
2017-02-19,Sports Toto 4D,4555/17,2692,2761,4865,"9266,5103,7436,4248,9806,7830,4318,8568,7919,6615","5380,3257,4537,6230,1283,5860,5055,4617,8090,8657"
2017-02-22,Da Ma Cai 1+3D,4503/17,9667,5380,3541,"4301,6161,1384,7710,9491,1033,5093,2669,1610,8932","2879,7191,0869,1025,3605,4577,4404,7398,2083,0495"
2017-02-22,Magnum 4D,784/17,4964,3232,6274,"9637,2929,8113,5759,5939,9944,1584,3198,1582,6928","0062,4816,7549,1722,5839,9052,5586,1619,4740,6205"
2017-02-22,Sports Toto 4D,4556/17,7558,3882,9144,"4908,4367,5435,2558,4169,2242,9921,9480,9522,2615","0352,2924,5383,5080,2095,9133,2617,9054,2088,1517"
2017-02-25,Da Ma Cai 1+3D,4504/17,2633,2252,8471,"2681,7924,5608,6799,6662,0799,2368,2415,8160,4492","8010,0313,8160,2292,6679,1894,4940,2825,2293,9849"
2017-02-25,Magnum 4D,785/17,3240,2621,3400,"4870,5818,5546,1903,9898,4942,0438,7496,3803,9236","8079,4514,6126,5642,7070,1506,8516,7315,0633,8859"
2017-02-25,Sports Toto 4D,4557/17,7233,2382,7651,"4865,1079,2854,1177,4187,1835,2613,0523,3462,2769","3552,3200,9245,8307,6291,2798,9582,8504,0952,5845"
2017-02-26,Da Ma Cai 1+3D,4505/17,8728,2943,6064,"2778,5893,0422,5311,1712,3620,0896,8379,2010,0179","6133,9048,3346,9729,2203,4352,3536,6377,2154,7671"
2017-02-26,Magnum 4D,786/17,4798,1964,0234,"5967,0973,2793,9198,7728,3703,9891,3110,9077,1018","3836,4120,7330,4581,3118,0362,9183,3268,2560,9878"
2017-02-26,Sports Toto 4D,4558/17,1889,3207,5224,"1474,9274,0679,3125,1995,8300,7234,5213,0449,8552","9961,5549,7998,9920,7582,3033,2844,7127,1806,0461"
2017-02-28,Da Ma Cai 1+3D,4506/17,1990,4003,7653,"9167,8848,6877,0750,6890,1123,7314,1270,8256,4937","7139,4551,0661,0900,7458,4558,0969,7194,5167,0715"
2017-02-28,Magnum 4D,787/17,9109,4624,5135,"2769,1437,5893,5027,6219,1763,2141,3117,9903,4809","3399,6655,2577,9302,1665,4960,5288,7779,4203,5862"
2017-02-28,Sports Toto 4D,4559/17,2929,4247,2361,"1243,5138,6547,7618,6769,7178,7728,5919,9351,7756","0722,7493,8338,9325,4124,0232,7309,2253,3990,6157"
2017-03-01,Da Ma Cai 1+3D,4507/17,5041,5359,3388,"5445,5081,9271,9648,5160,0866,5359,7082,5221,6098","3863,5843,2841,3179,0505,3934,5067,2389,7525,3834"
2017-03-01,Magnum 4D,788/17,1558,1960,4918,"2792,1520,9068,8745,1337,0569,8149,5598,2203,9393","7276,7269,0604,2166,5931,9293,5348,5686,9809,6092"
2017-03-01,Sports Toto 4D,4560/17,1690,0973,8361,"0444,5238,0891,0321,8881,9159,1638,1958,5626,2684","2529,0697,6599,0664,9475,5702,8868,5123,1939,9773"
2017-03-04,Da Ma Cai 1+3D,4508/17,9949,6613,6370,"6920,5221,7900,6681,2477,3494,4778,3810,9498,6558","7940,9299,3409,4715,7290,6773,6669,6955,7813,1943"
2017-03-04,Magnum 4D,789/17,9093,8588,0305,"0643,0124,0376,8289,3953,0174,2035,1403,0475,6652","3824,9679,1278,8466,3756,5765,1511,5875,7804,2735"
2017-03-04,Sports Toto 4D,4561/17,1442,9173,8202,"9112,4340,1129,0826,2148,4191,8792,5872,6436,0292","4961,3007,5369,2109,7202,4033,0743,2351,9558,8426"
2017-03-05,Da Ma Cai 1+3D,4509/17,4947,7899,8597,"9799,0329,5219,0628,4165,1534,2486,4384,8978,4650","5860,7632,8819,7929,9808,9632,8807,1349,1869,5953"
2017-03-05,Magnum 4D,790/17,9267,7158,0316,"7474,5471,2538,9352,5630,6258,4009,8954,8573,0008","0550,2200,2026,7918,6059,6083,1599,8287,6732,9118"
