date,operator,draw_no,1st,2nd,3rd,special,consolation
2017-03-05,Sports Toto 4D,4562/17,0013,1796,3107,"9566,2949,7411,1321,2770,8871,0625,9516,9021,7776","2389,4082,6679,5772,3664,7541,8409,3189,5373,5629"
2017-03-07,Magnum 4D,791/17,6311,3354,5365,"7535,8346,9588,3272,2113,5266,8868,5598,3153,6607","1329,1137,7531,5622,6344,3545,3021,2822,3147,8737"
2017-03-08,Da Ma Cai 1+3D,4510/17,4742,6329,3217,"2668,8633,7691,6244,9068,1330,9632,9183,8445,5178","3031,0991,1225,3330,5943,9299,5566,4920,4199,1934"
2017-03-08,Magnum 4D,792/17,4503,7725,4337,"1242,4292,3367,9362,5161,4188,7158,5164,7661,6823","5505,4741,7272,9246,7106,3835,4622,2607,9900,7292"
2017-03-08,Sports Toto 4D,4563/17,6474,6294,3053,"6178,0817,8549,9370,7718,4002,7551,2327,6779,1467","8127,1335,6216,0648,1407,8198,5499,6786,4079,3312"
2017-03-11,Da Ma Cai 1+3D,4511/17,5521,4013,8209,"6687,3554,2530,6588,7199,1620,8792,0796,4869,2362","0082,2915,0162,6872,2319,0490,2880,3226,9179,4420"
2017-03-11,Magnum 4D,793/17,9832,6963,9432,"4527,9168,9993,2010,4157,3804,9904,0481,0222,3282","6164,4630,3574,1847,8754,2148,8264,2543,0919,8573"
2017-03-11,Sports Toto 4D,4564/17,7152,8090,7966,"3537,6925,2906,2860,0376,7848,4142,3351,6118,9936","3861,8512,5471,1518,7729,6200,7942,3979,5786,7710"
2017-03-12,Da Ma Cai 1+3D,4512/17,0926,7115,1167,"6862,2307,9308,5213,4919,1058,1364,1396,7930,3052","3822,5748,5721,4716,3743,9921,7978,5456,3605,4573"
2017-03-12,Magnum 4D,794/17,7266,8317,1988,"7705,8441,7140,5904,6137,7470,4829,3860,4110,9394","8927,1806,0182,3070,6889,0887,5471,5902,6065,3130"
2017-03-12,Sports Toto 4D,4565/17,0059,8438,3329,"1662,9183,2884,9233,5341,8196,0418,2397,2266,4178","7991,6633,8239,7831,4718,8059,5821,0130,9076,7585"
2017-03-15,Da Ma Cai 1+3D,4513/17,3299,7050,4591,"0843,4645,1776,5511,8270,1708,0801,5538,3127,2886","8319,8070,1704,1772,7976,8117,1051,2324,4951,2459"
2017-03-15,Magnum 4D,795/17,0344,6254,0492,"0026,6966,9089,8845,8559,3839,1879,3100,2239,3347","0307,6341,5477,4468,4128,0979,9839,1081,2024,1835"
2017-03-15,Sports Toto 4D,4566/17,7884,7690,8917,"8240,1772,1447,0690,6482,4261,7336,8284,6982,2195","9173,2254,3623,3626,5076,0995,2183,1288,6100,3381"
2017-03-18,Da Ma Cai 1+3D,4514/17,5728,3093,9135,"5611,8653,2252,7217,7986,8661,2064,3382,9905,5565","2823,1634,9041,4022,2679,4326,6501,7533,6042,2994"
2017-03-18,Magnum 4D,796/17,3837,9095,6449,"4984,4099,5102,5094,7532,8385,8459,2310,8630,8603","7647,0448,4624,6880,9384,8791,2712,7620,6252,0067"
2017-03-18,Sports Toto 4D,4567/17,6130,2347,6157,"5008,4036,5082,6001,9002,3071,5528,4568,2106,7655","3743,4471,4396,7584,7135,2914,8923,4932,7192,3014"
2017-03-19,Da Ma Cai 1+3D,4515/17,5089,1440,0668,"5901,1902,5940,1565,7318,5903,4017,5383,3502,8938","0403,4491,6929,4578,2961,5407,0695,1834,3598,3345"
2017-03-19,Magnum 4D,797/17,5483,8302,4840,"7477,1612,7813,1400,7376,2490,4011,6521,5094,9779","4262,1310,6267,2364,3851,7523,2225,6925,0540,9035"
2017-03-19,Sports Toto 4D,4568/17,1843,7795,0619,"4351,4438,8618,2549,3281,2209,0934,3573,9695,5232","9102,7104,7921,0086,1068,0498,3131,4770,3726,5653"
2017-03-22,Da Ma Cai 1+3D,4516/17,1746,2154,8972,"7483,6072,3487,5815,7291,5383,0450,7653,0787,7913","8607,3350,9644,8982,8260,3311,6294,4585,5372,7614"
2017-03-22,Magnum 4D,798/17,2925,3738,4025,"5792,8102,7326,3890,8353,7389,9484,5347,8399,4896","4121,8141,6259,4823,9997,4173,8572,8935,7735,5390"
2017-03-22,Sports Toto 4D,4569/17,6392,4118,5853,"7874,9168,9629,3283,5600,4749,8386,4656,8307,6104","1327,9299,9026,1177,3993,3529,2662,0867,5673,8129"
2017-03-25,Da Ma Cai 1+3D,4517/17,1068,6790,4181,"5035,8380,9675,5307,0167,8237,6484,7643,0776,8407","1928,2011,0296,5502,7393,4882,5291,6140,0974,8945"
2017-03-25,Magnum 4D,799/17,4479,6767,5745,"6079,6915,2602,7252,3254,9040,7565,8270,7855,8206","3981,7478,7278,7396,7906,6874,9035,1228,9908,5182"
2017-03-25,Sports Toto 4D,4570/17,6816,3839,0322,"9767,7501,9824,8266,1477,3667,9471,8744,4642,9749","5976,9012,0209,1815,4031,3889,0712,0410,3754,7076"
2017-03-26,Da Ma Cai 1+3D,4518/17,3719,5049,1660,"6073,4292,0686,8321,6868,0187,0992,5757,8585,7949","0549,7181,3779,1790,7955,7558,9858,3448,5371,3574"
2017-03-26,Magnum 4D,800/17,7160,6280,1903,"6989,6689,7525,7891,4182,0669,1185,7421,6478,5094","4245,8021,3427,2133,3978,5921,6713,8911,3320,7011"
2017-03-26,Sports Toto 4D,4571/17,2848,9297,0170,"9067,1867,0221,1833,0601,3573,6980,8196,8292,6489","3597,5146,8475,6142,3213,9963,3372,3059,2661,7361"
2017-03-28,Da Ma Cai 1+3D,4519/17,0935,4329,2588,"3513,4299,0777,6226,2926,4301,1246,6103,7873,3999","6381,4146,6341,1711,4678,1535,4161,3153,5678,6512"
2017-03-28,Magnum 4D,801/17,6696,9959,5294,"0168,3393,0171,7280,2203,6999,7653,6051,0551,7530","5346,0657,4056,2919,8119,3160,6197,8636,2314,9227"
2017-03-28,Sports Toto 4D,4572/17,7004,6971,5458,"1788,7902,3818,2656,0250,2290,9038,2847,5601,6832","2288,7035,3520,6270,7602,6529,8504,0028,8822,4702"
2017-03-29,Da Ma Cai 1+3D,4520/17,8336,6001,1444,"7375,4809,0324,9979,7701,2365,6000,5996,6681,2126","1324,4848,3249,7783,4989,4416,8761,0731,5479,0954"
2017-03-29,Magnum 4D,802/17,2742,9660,1792,"5735,7324,6756,2086,5091,4037,1386,2783,1721,0192","3309,9621,7074,7304,0189,0287,9983,6865,2307,1228"
2017-03-29,Sports Toto 4D,4573/17,3963,5293,7268,"5621,9052,6294,6176,5223,2204,8785,1991,3444,0937","0126,2944,4457,2119,0495,4485,8302,9801,0474,8004"
2017-04-01,Da Ma Cai 1+3D,4521/17,3060,6458,5020,"8759,9645,9992,0859,4579,4092,8256,0335,0213,3651","9515,8411,3950,3895,4090,7565,3074,0804,0937,7195"
2017-04-01,Magnum 4D,803/17,0803,3761,1654,"7081,5183,0676,8989,1188,6605,8425,8496,7934,6813","8176,2755,9419,7255,3667,3071,6561,5760,2362,7945"
2017-04-01,Sports Toto 4D,4574/17,0570,3843,1609,"0294,4112,0132,7161,1368,6804,1393,0061,1536,3715","1784,5811,8651,4219,4315,3990,7230,0424,8916,4522"
2017-04-02,Da Ma Cai 1+3D,4522/17,5731,8176,7678,"3027,8437,1366,0748,0638,6476,5041,8672,0227,0974","1025,9553,9038,5114,5123,5165,3253,0251,9278,0324"
2017-04-02,Magnum 4D,804/17,9485,2236,0441,"5547,8248,3923,7712,5506,8046,1552,6643,4443,3865","4637,0156,6661,4067,0351,9412,9213,9586,3123,8617"
2017-04-02,Sports Toto 4D,4575/17,1833,4986,5914,"1771,5433,8122,2839,8921,4113,1939,4521,1539,6137","4241,4709,5482,9827,8216,4343,5352,7012,7677,5926"
2017-04-04,Da Ma Cai 1+3D,4523/17,1058,7564,5259,"7747,6078,7119,8626,7217,9723,6292,7589,7381,4426","6020,7697,3413,1813,8017,6040,0171,5211,6789,8614"
2017-04-04,Magnum 4D,805/17,0249,0545,5764,"2791,0631,0306,8566,1026,2661,0085,3185,7955,0454","9148,3421,0274,8864,9984,4628,6110,3053,6589,9217"
2017-04-04,Sports Toto 4D,4576/17,8257,5321,0181,"8279,8661,2120,6641,4000,0752,6975,9849,9106,7661","4522,4287,8613,3279,6296,4498,6003,8273,6642,5201"
2017-04-05,Da Ma Cai 1+3D,4524/17,2375,5116,9221,"0464,8618,1169,5069,5721,8060,0121,7084,9178,1308","7185,8757,4324,4696,8052,3314,1103,6194,5028,5016"
2017-04-05,Magnum 4D,806/17,4110,5492,9051,"6894,1409,7392,3447,7595,5676,3764,8552,6928,0858","4942,7418,9898,1010,4023,0066,2321,1287,6091,4727"
2017-04-05,Sports Toto 4D,4577/17,9559,0780,6292,"3888,5510,2556,2334,8544,4026,3104,1772,6007,0099","9737,3036,4584,1819,7078,1434,3426,6562,8550,7642"
2017-04-08,Da Ma Cai 1+3D,4525/17,9967,8031,8481,"5421,6259,0427,5984,3537,2214,2729,6549,8110,4650","0451,8656,6076,7575,8900,4507,6257,5282,8985,4421"
2017-04-08,Magnum 4D,807/17,9659,3566,5582,"4032,5347,2648,0915,9144,1719,4922,7092,9041,0973","9070,5176,6324,0000,0584,9894,7639,0891,5786,9299"
2017-04-08,Sports Toto 4D,4578/17,2473,3581,6842,"1187,4668,4752,4862,7994,7042,4829,2510,8120,3286","2749,1532,5832,8319,0787,5870,5423,8137,3747,2266"
2017-04-09,Da Ma Cai 1+3D,4526/17,1221,3271,7555,"1567,6232,6775,8464,6711,2018,7125,3351,5291,9561","9760,3633,2374,4769,9585,7595,1029,7939,8928,2183"
2017-04-09,Magnum 4D,808/17,0014,7177,7026,"6701,1354,2643,2440,6559,1159,7516,8481,8961,3094","0246,9351,4954,7916,5229,3819,9967,1080,7713,1879"
2017-04-09,Sports Toto 4D,4579/17,0063,7982,5747,"8275,0934,0492,9649,4922,9903,1291,6259,3694,4179","4563,2873,5802,9020,0790,6418,9517,1906,7919,6380"
2017-04-12,Da Ma Cai 1+3D,4527/17,2562,2016,2483,"8432,6073,8676,9978,6825,4571,4003,2898,6152,8421","9006,7818,6892,1856,2744,3928,2663,3251,3189,3954"
2017-04-12,Magnum 4D,809/17,6404,8231,6297,"2230,4231,6786,9742,1787,3768,8985,4273,2698,6099","6789,8923,6333,6139,7535,8359,8573,5578,7558,4597"
2017-04-12,Sports Toto 4D,4580/17,5515,9818,3246,"3122,3519,1885,1972,9664,9613,9610,1368,7797,9793","5772,5884,9512,2524,3934,8209,4482,8507,4160,0471"
2017-04-15,Da Ma Cai 1+3D,4528/17,5060,5706,3289,"2627,7682,6634,1736,5738,7424,4691,3279,9200,3950","7086,6043,0873,7646,9130,2090,5638,3676,7770,5521"
2017-04-15,Magnum 4D,810/17,2160,0099,4073,"3650,2034,5956,2523,7925,6223,6487,3452,4167,6588","7966,0739,0713,1121,9669,6810,1768,9194,5242,7909"
2017-04-15,Sports Toto 4D,4581/17,5186,3061,9904,"3513,8090,8621,6873,8996,6231,7257,1581,0164,2762","3409,0401,8011,7300,5055,8629,8482,9179,9688,0068"
2017-04-16,Da Ma Cai 1+3D,4529/17,3455,2032,7914,"4534,3247,8065,3923,7002,9567,6977,9252,5798,7443","2437,1692,6825,0199,8505,5788,9336,4092,5518,9360"
2017-04-16,Magnum 4D,811/17,4586,4765,3795,"7353,2696,5486,0111,2862,3673,0942,2109,1824,6481","7618,8940,1793,0115,4679,8632,7651,7746,2197,3513"
2017-04-16,Sports Toto 4D,4582/17,1919,9172,0168,"6637,3852,4127,8926,0149,7383,7893,4331,8797,0164","1813,6009,5382,0943,7056,7323,0614,7879,5660,9471"
2017-04-19,Da Ma Cai 1+3D,4530/17,3716,4723,0007,"9715,7077,8022,6776,7983,1863,3461,7999,9028,9005","4193,4489,0089,7511,1409,8564,1309,1792,4975,7426"
2017-04-19,Magnum 4D,812/17,6191,4675,7645,"2615,3089,3974,3096,7949,3556,2960,5235,4587,1070","1098,4855,8314,4812,7855,8041,4570,2655,9028,6220"
2017-04-19,Sports Toto 4D,4583/17,8933,8314,0666,"6760,0900,6175,6214,7545,4943,3210,5241,2303,8876","0539,7864,4833,9729,1170,7134,3654,8130,4198,4239"
2017-04-22,Da Ma Cai 1+3D,4531/17,9247,8580,0683,"1724,1012,1193,5949,4102,9092,1767,9254,7395,3786","0456,4866,3447,7617,8090,4965,6620,5551,6217,5579"
2017-04-22,Magnum 4D,813/17,7653,2161,5095,"2589,6665,3446,4992,6730,7448,7975,2483,9741,9579","1471,8615,4190,0926,5289,4336,2786,5638,0206,5446"
2017-04-22,Sports Toto 4D,4584/17,8593,6983,5961,"1131,2897,4493,9642,7826,1567,7921,1816,7701,3941","4258,4221,7372,4598,9390,8750,0901,1765,1849,1838"
2017-04-23,Da Ma Cai 1+3D,4532/17,1201,4980,3731,"2338,7841,9767,4806,7046,0421,6947,4051,6073,2776","9677,2459,6797,1457,5098,5972,5512,6069,6305,6368"
2017-04-23,Magnum 4D,814/17,4212,0894,9846,"3351,1740,6752,8362,4270,8960,6373,8020,4905,8293","8650,9774,4954,9162,7278,4960,9306,1320,9130,7703"
2017-04-23,Sports Toto 4D,4585/17,8138,9421,3502,"3001,9178,0946,3148,0832,0781,4290,6095,6607,2825","6181,0663,3787,0054,3421,7174,1932,6848,8688,1611"
2017-04-25,Da Ma Cai 1+3D,4533/17,4018,4022,4655,"1396,7216,9193,7138,8545,4253,7582,1188,9812,1818","2152,0823,7855,1177,0721,1997,9345,8139,8946,1551"
2017-04-25,Magnum 4D,815/17,6928,9599,1441,"3936,8103,8342,5927,5925,4205,3158,6658,1136,8459","8861,6870,4735,1635,1923,4188,4599,2113,8639,3555"
2017-04-25,Sports Toto 4D,4586/17,7771,0953,2655,"1136,8388,9846,0426,4795,2970,1343,7642,5499,6254","2009,1563,8486,0719,2062,6169,1898,9939,1017,4097"
2017-04-26,Da Ma Cai 1+3D,4534/17,9446,7985,0560,"9371,4217,4067,5851,6385,0032,4251,0891,0879,6242","3224,1624,6971,7013,4098,6301,9270,8802,6570,6015"
2017-04-26,Magnum 4D,816/17,1174,6332,8302,"9966,3730,5183,1430,8125,8533,6770,3213,9506,5168","4393,6082,4428,0057,8780,4962,9343,1293,4434,7795"
2017-04-26,Sports Toto 4D,4587/17,4624,1411,6751,"3451,9229,6825,5858,6340,5215,1964,3761,3648,7698","4126,3721,5000,4142,5003,6678,9667,1411,4810,2610"
2017-04-29,Da Ma Cai 1+3D,4535/17,3894,2146,3538,"7117,6654,3070,8230,5453,4595,7672,2680,9783,8718","3517,6491,2043,5682,5591,8364,2127,9227,3857,7422"
2017-04-29,Magnum 4D,817/17,1902,7434,0669,"0649,4934,8028,5077,9378,7052,1285,8900,8826,8217","5276,1144,4207,0378,6855,1112,1960,8384,0983,3167"
2017-04-29,Sports Toto 4D,4588/17,6235,5507,0126,"9753,0354,0423,0328,6185,8449,3424,1481,1861,3234","5928,3503,1966,0513,2306,2315,3750,0190,1510,0063"
2017-04-30,Da Ma Cai 1+3D,4536/17,7382,9676,4764,"0224,3839,7851,4025,8408,6877,9181,1520,1579,2252","8117,8240,6173,8556,5179,9043,3685,0991,4752,1293"
2017-04-30,Magnum 4D,818/17,3763,0537,6576,"0849,9699,1071,4469,4247,8042,3050,7117,5465,7981","5497,3160,8438,7348,4681,2580,9201,0978,4698,2281"
2017-04-30,Sports Toto 4D,4589/17,1954,8691,7223,"5869,2822,3609,3259,5081,4204,3116,5806,7052,2347","9977,5773,7416,4605,0541,0548,2138,6627,0172,0617"
2017-05-02,Da Ma Cai 1+3D,4537/17,5049,2453,3369,"4242,6683,7239,4893,6557,2636,6222,8582,0538,0573","4094,9954,5546,0312,1063,0651,5833,8215,9711,5996"
2017-05-02,Magnum 4D,819/17,8970,7580,5903,"6166,9504,8764,2653,8655,2980,4173,2040,9159,6770","0683,7458,3776,7780,9835,0340,4226,1566,2402,6112"
2017-05-02,Sports Toto 4D,4590/17,5810,6757,9672,"9587,0800,4651,0405,1858,5623,0622,7083,0164,9144","6334,5679,1137,9954,3780,4743,4995,1272,2094,7808"
2017-05-03,Da Ma Cai 1+3D,4538/17,4281,6990,7940,"4549,2240,6409,1022,4165,4494,2352,9745,8621,3127","5548,4883,1584,8630,7043,2487,6096,0037,1721,2047"
2017-05-03,Magnum 4D,820/17,3991,2239,5095,"4657,6070,3866,4579,6488,5180,0717,8268,8354,3748","1616,4522,7506,5004,5625,6270,3635,3246,9108,2606"
2017-05-03,Sports Toto 4D,4591/17,3115,3012,4336,"8243,0341,6248,9846,8755,9525,3661,3421,0846,0017","0019,3503,1719,9388,6342,5102,2153,2206,9485,6162"
2017-05-06,Da Ma Cai 1+3D,4539/17,4987,7195,0763,"8562,6660,4369,0871,6825,6063,5720,3786,3492,4109","3489,6629,2582,8256,3301,3326,7515,1121,4170,7077"
2017-05-06,Magnum 4D,821/17,9354,8246,4190,"0394,9197,8788,4183,4094,2563,7333,5692,2828,9622","7066,9536,7773,6435,0881,8433,2165,1253,8559,0479"
2017-05-06,Sports Toto 4D,4592/17,9257,5419,3601,"5498,1877,9587,2718,8766,4933,5433,7875,6809,9794","4071,0259,1824,3186,1108,8204,6570,8192,1087,7056"
2017-05-07,Da Ma Cai 1+3D,4540/17,3186,6693,1835,"9899,4466,2412,6829,5312,5704,4406,5497,7367,6462","7791,2087,4025,0571,9813,7853,1734,3313,0936,8167"
2017-05-07,Magnum 4D,822/17,1475,9160,7494,"9000,8564,3956,1610,3427,8822,0245,4947,4954,3542","0841,6288,4256,8448,0556,0629,7668,5834,9961,3468"
2017-05-07,Sports Toto 4D,4593/17,0711,0119,0493,"4338,5041,6967,2896,0635,1531,0239,3149,8551,0407","2131,2148,1324,0889,2088,7995,9693,0446,9974,6910"
2017-05-09,Magnum 4D,823/17,7794,2477,7680,"3800,6076,1004,3069,6490,2245,4234,3564,7344,4135","8988,2682,1280,9456,6912,2664,8058,7707,6146,1865"
2017-05-10,Da Ma Cai 1+3D,4541/17,7237,2889,6347,"2678,3079,6411,5325,4050,5903,4453,3684,1789,1719","0846,7602,5956,1433,9403,2880,6805,0339,6637,7638"
2017-05-10,Magnum 4D,824/17,6754,1274,5310,"1430,2328,0108,2544,8201,1350,4603,7826,5965,6504","1394,5263,4581,8829,2193,4098,7395,6871,3807,3430"
2017-05-10,Sports Toto 4D,4594/17,5274,7811,2674,"1564,6214,0049,3822,9578,0680,3241,6480,6202,0129","5526,7033,0040,1098,3037,3719,2626,2869,0769,8168"
2017-05-13,Da Ma Cai 1+3D,4542/17,5902,1061,5954,"6923,2091,0594,7491,7269,4348,5369,7963,2814,0007","3689,9481,0653,6805,9541,5456,4643,2242,0867,5859"
2017-05-13,Magnum 4D,825/17,1593,5675,8781,"1705,2774,5937,3309,6820,8930,8817,8346,2591,6733","9653,2248,3567,0415,5672,3408,7024,8692,2549,2306"
2017-05-13,Sports Toto 4D,4595/17,1924,1404,0401,"9510,2635,2921,7910,4727,7208,1068,8516,7509,1768","0965,4590,2686,4508,1554,4255,3273,9417,5135,2309"
2017-05-14,Da Ma Cai 1+3D,4543/17,8394,5776,7782,"2139,5999,5417,8761,0622,1985,4870,2712,2485,5458","1924,8629,7295,4670,8052,5944,5992,5318,8007,2288"
2017-05-14,Magnum 4D,826/17,2042,3926,5357,"1803,9013,6809,1242,5315,2034,2540,4419,7483,5869","0803,3744,5277,3112,5171,0250,6393,2118,8406,5954"
2017-05-14,Sports Toto 4D,4596/17,5567,5954,2521,"9983,3735,7676,3644,4784,1531,1359,4466,0677,7342","5862,3487,6167,2556,3712,2165,5822,2331,8263,0190"
2017-05-17,Da Ma Cai 1+3D,4544/17,6219,7827,1497,"0704,7094,4699,8038,5973,5530,0953,4955,2690,4981","3013,6681,8329,5971,3653,2987,5103,4194,9284,2763"
2017-05-17,Magnum 4D,827/17,4626,8821,1691,"5801,8561,8132,6089,6227,4401,8217,0437,2929,2386","0691,7662,6443,5379,7325,7368,7282,7958,5654,2997"
2017-05-17,Sports Toto 4D,4597/17,8178,9369,6361,"0822,2736,0793,8664,4362,2635,3298,5445,3956,6472","8994,2674,2227,0418,3168,5626,6875,6371,7168,6332"
2017-05-20,Da Ma Cai 1+3D,4545/17,8852,7674,3325,"6826,8691,9396,2387,2201,7340,6575,5269,2715,7882","8926,0786,1492,2134,1199,3605,6025,6965,2880,7997"
2017-05-20,Magnum 4D,828/17,2067,1155,2293,"9196,1409,4502,1953,0230,1819,9302,5981,1889,1597","7589,8900,6501,7770,1512,8525,8736,3813,3219,6048"
2017-05-20,Sports Toto 4D,4598/17,1233,3887,5684,"1724,8957,6750,4700,9903,9091,3816,6854,1031,0926","7105,6326,0888,4206,8019,6419,7047,3881,1602,6590"
2017-05-21,Da Ma Cai 1+3D,4546/17,3151,6491,2571,"7508,7669,6949,9593,6530,0764,3074,0268,0244,0662","6982,8015,4599,7881,1101,7823,4070,9734,6001,5213"
2017-05-21,Magnum 4D,829/17,5437,7543,1006,"7859,0543,6852,8190,6502,5568,8730,1531,2191,0230","0319,5770,3987,9448,4597,0479,9390,1579,6228,3964"
2017-05-21,Sports Toto 4D,4599/17,2725,4611,0762,"7898,3543,2440,0043,1354,0266,4400,0037,9724,8531","4607,8744,3289,1259,5823,5165,3564,4694,4538,6998"
2017-05-24,Da Ma Cai 1+3D,4547/17,5696,0102,2740,"3384,4653,7494,7742,3253,6845,5388,5889,2048,7115","8659,6851,7801,5015,2674,5881,7730,7751,4080,4518"
2017-05-24,Magnum 4D,830/17,0941,8443,6583,"9782,0884,2647,1760,3928,6293,4222,2021,8372,6441","3793,9227,7938,2386,1861,2217,8787,2101,9153,8291"
2017-05-24,Sports Toto 4D,4600/17,8242,8732,3857,"6954,7103,8131,7515,5423,6736,6383,5071,7529,6948","1165,5016,3272,1020,1447,0573,2743,6163,1412,4421"
2017-05-27,Da Ma Cai 1+3D,4548/17,0503,2868,2222,"2215,3648,9113,6344,3936,7595,6283,2090,7740,6333","6685,6336,4450,5983,8731,6169,1319,9332,3973,1064"
2017-05-27,Magnum 4D,831/17,7047,4996,8967,"8792,7378,5085,9787,3788,6494,1550,6387,2203,8867","6197,6165,5519,5707,1679,5083,8760,9955,5127,2518"
2017-05-27,Sports Toto 4D,4601/17,6143,4050,2798,"3417,5438,8524,1561,5928,0911,7082,7364,4438,6493","3910,4435,6196,3575,7064,3515,6702,1072,7158,7308"
2017-05-28,Da Ma Cai 1+3D,4549/17,6570,1373,4281,"4876,8284,2957,0700,5930,2849,6303,0541,5185,8997","5962,9026,1296,1916,4354,7591,6450,7517,4562,6311"
2017-05-28,Magnum 4D,832/17,4830,6151,6841,"5892,8283,2853,6697,6679,5150,1269,1117,8132,1684","8237,8456,0399,3388,5541,7485,5847,1419,0993,3595"
2017-05-28,Sports Toto 4D,4602/17,5488,1815,1716,"5955,2132,2632,9443,5020,5287,4649,6692,0844,3678","0203,0831,1030,4350,7168,5093,3965,5553,2886,3296"
2017-05-31,Da Ma Cai 1+3D,4550/17,3269,2694,7024,"8069,3789,4275,2371,2077,4294,4087,7902,8010,0891","5894,2316,5193,1583,9848,3783,4172,7692,0707,7277"
2017-05-31,Magnum 4D,833/17,5058,9792,6304,"2587,1254,6496,2747,1323,8432,3796,3689,5676,3216","2153,2542,5952,9446,7439,1356,2730,6974,3033,0677"
2017-05-31,Sports Toto 4D,4603/17,7180,2227,4478,"1565,9607,0050,7410,5233,7695,3894,3837,6203,3829","6784,8227,8291,8917,0376,1243,7085,3357,4963,4101"
2017-06-03,Da Ma Cai 1+3D,4551/17,8805,2651,8214,"7940,8229,7787,5978,0800,5367,0892,6758,7935,6863","3839,1804,2041,7405,2573,3338,0831,7690,6253,4248"
2017-06-03,Magnum 4D,834/17,6829,6790,8411,"3755,3944,4257,1514,7653,5851,0572,7505,2010,2867","7599,6956,3433,1994,6612,9936,6576,9073,9435,8281"
2017-06-03,Sports Toto 4D,4604/17,8974,5594,0340,"2657,3453,0722,8596,3010,2858,5304,8215,0020,7750","2269,1660,6639,7836,3657,2895,3925,8289,5420,3893"
2017-06-04,Da Ma Cai 1+3D,4552/17,6170,9962,8944,"4831,8711,7156,7501,1200,7645,8943,3653,1875,5297","3525,0641,2743,6380,9299,9606,5559,1233,6098,6352"
2017-06-04,Magnum 4D,835/17,1870,7166,6652,"4191,5718,7836,6412,3160,5857,7935,1323,6451,2565","1584,9926,4443,6884,2714,5756,9791,2741,0344,8427"
2017-06-04,Sports Toto 4D,4605/17,6005,1426,1385,"5732,2229,3699,9950,8881,6223,0893,7574,3507,7538","4630,6523,2446,2223,5198,1997,4966,3500,0590,7527"
2017-06-07,Da Ma Cai 1+3D,4553/17,8136,7593,3039,"2986,4588,9451,8706,1666,5371,1690,3396,0340,7635","2404,3160,4596,9130,0191,3342,9380,6772,2385,0512"
2017-06-07,Magnum 4D,836/17,4011,9692,3180,"5795,2037,9870,6192,8937,3414,4989,1971,5281,4374","2058,4332,7341,7686,5838,7295,2697,7181,2680,9890"
2017-06-07,Sports Toto 4D,4606/17,8992,4563,6716,"8222,5077,7888,5657,1359,7325,1379,5359,9863,4108","4404,2832,5788,6083,2505,5301,9701,6266,7672,1792"
2017-06-10,Da Ma Cai 1+3D,4554/17,0889,2437,4313,"0440,8870,5946,0534,8917,9194,7275,7925,4625,3599","1446,8045,4393,4109,6311,3995,8217,3758,9845,9444"
2017-06-10,Magnum 4D,837/17,2624,8998,8848,"9301,5959,7328,6891,4225,6324,8504,4940,5441,1053","6681,8759,2678,4329,9531,9495,8439,4554,2054,5705"
2017-06-10,Sports Toto 4D,4607/17,1344,7917,2893,"4315,1381,6425,4200,3574,7456,1910,9244,6718,9413","1915,1590,5906,2135,2878,1951,0434,7359,1369,3184"
2017-06-11,Da Ma Cai 1+3D,4555/17,3146,9530,3595,"8598,6149,9694,8389,1613,5908,1971,5624,2260,7583","6969,3261,5000,5011,1237,1327,1285,0374,6781,2009"
2017-06-11,Magnum 4D,838/17,7823,7457,3501,"4536,3231,2178,3820,4984,3317,1790,6997,5886,4274","5240,6741,1538,5550,0689,8562,5169,9759,3667,4281"
2017-06-11,Sports Toto 4D,4608/17,6879,9649,6432,"9602,5289,7048,1664,5896,1372,7476,7857,1551,9269","4720,6517,7477,6208,1006,1160,1554,6733,4519,1275"
2017-06-14,Da Ma Cai 1+3D,4556/17,3488,1438,2429,"5401,2076,3435,8881,0752,8128,6004,1759,0530,9792","2659,8622,5735,2450,0763,4952,7127,3964,5654,4562"
2017-06-14,Magnum 4D,839/17,5163,6087,3659,"1084,8576,1038,6306,1757,6136,6425,1449,8867,2338","0635,9606,8463,8074,2851,5511,2451,7685,0821,7308"
2017-06-14,Sports Toto 4D,4609/17,0814,8820,6171,"2043,9492,8435,9061,6825,2217,6511,7725,8841,4867","9759,9959,1793,8216,9147,1998,2060,5287,7154,5072"
2017-06-17,Da Ma Cai 1+3D,4557/17,2667,9719,6381,"9791,5817,4265,2608,6914,5053,1756,0727,3096,1019","3305,2105,3700,4080,5098,1677,6801,1625,4687,9359"
2017-06-17,Magnum 4D,840/17,8279,0877,3426,"1681,7107,6312,4703,4967,5172,9313,4382,9881,2666","0831,6693,4380,8447,5182,6070,8429,9921,5037,8195"
2017-06-17,Sports Toto 4D,4610/17,5082,6402,9225,"5329,0957,2623,2620,1494,9904,3464,0212,4301,7078","7753,4471,7370,8261,9350,1173,8401,3872,1663,8675"
2017-06-18,Da Ma Cai 1+3D,4558/17,5336,6184,9457,"8694,8385,8922,9589,6602,5432,4770,2412,9367,0449","1060,4815,1580,2159,5724,3581,1116,8330,1470,7140"
